; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102320_q0uO0g.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Saccharomyces_cerevisiae -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.121001_FPd5b0_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102320_q0uO0g.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.121001_FPd5b0_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
PAA1	67	17	20	38	17	4	8	11	23	9	15	13	35	10	17	53
IPT1	72	24	27	30	27	29	26	33	25	31	16	20	29	32	22	56
SNF11	42	24	35	41	35	27	20	23	29	25	21	25	37	29	23	63
TPS2	44	30	29	27	28	39	19	49	28	17	22	20	30	49	17	51
PPH3	69	31	29	48	30	9	16	24	29	11	16	27	49	28	22	61
RAD55	53	15	21	45	19	8	6	26	15	12	7	14	46	24	14	59
SED1	48	22	27	50	28	21	15	33	23	19	18	21	48	35	21	70
SHU2	32	7	18	16	10	4	4	4	16	6	10	14	15	5	14	18
PET100	18	14	4	16	14	10	4	18	5	6	4	7	15	16	10	32
TFB5	29	9	15	18	9	5	4	10	10	6	1	11	24	8	8	28
VPS41	28	11	10	18	8	1	4	15	8	6	5	9	24	10	9	29
PDC2	39	14	23	31	27	13	7	19	18	20	6	18	23	20	25	55
STN1	55	18	19	31	25	6	7	23	20	20	13	14	23	18	27	39
RRP8	22	7	5	21	7	1	7	8	7	7	3	4	19	8	6	14
TVP23	27	15	8	29	14	11	10	16	9	11	9	17	29	15	18	44
AFR1	51	35	20	38	28	32	18	41	27	22	22	14	39	30	25	57
SSS1	39	14	12	29	13	9	15	12	12	9	7	23	31	17	17	39
RRP1	33	12	11	23	14	2	7	7	13	6	3	7	20	10	7	14
SLU7	36	22	20	31	18	8	11	18	21	7	5	16	34	18	13	44
TR(ACG)D	67	27	30	49	27	20	12	27	32	15	20	22	47	24	28	52
YDR089W	88	23	38	34	29	18	12	25	28	18	19	27	38	26	23	53
YDR090C	44	28	18	53	23	20	20	37	21	16	9	27	54	37	26	66
RLI1	73	28	29	39	35	16	22	28	28	23	11	26	34	34	26	47
UBC13	72	26	32	43	31	15	12	26	27	18	15	21	44	25	22	70
DNF2	41	28	27	35	28	21	21	32	24	17	9	27	37	36	20	96
GIS1	58	26	27	30	27	24	13	28	21	12	11	34	36	30	26	96
MSH6	44	14	21	34	20	10	6	17	21	15	8	16	28	14	25	46
GRX3	12	5	7	8	7	3	1	7	7	3	4	7	7	7	9	22
TQ(UUG)D2	56	35	24	65	28	24	13	26	34	11	10	19	61	22	27	44
YDR098C-B	62	30	26	69	28	8	9	24	34	7	16	26	64	24	31	41
YDR098C-A	62	30	26	69	28	8	9	24	34	7	16	26	64	24	31	41
BMH2	87	27	26	42	32	15	21	17	30	8	19	25	34	35	16	65
TVP15	63	28	26	45	26	13	13	32	24	9	23	27	49	33	22	66
ARX1	67	22	32	43	25	16	13	35	35	18	8	23	37	34	31	60
STE5	75	23	38	45	27	12	14	22	35	18	16	22	44	22	23	63
SPO71	65	19	24	44	21	12	12	28	27	10	10	19	38	32	20	56
TMS1	26	15	13	20	18	11	4	12	10	2	6	14	20	18	9	34
ARP10	34	14	12	20	9	6	4	13	18	2	11	15	20	10	18	26
TI(AAU)D	48	22	24	61	24	7	16	21	26	7	21	37	56	32	30	67
TMN2	21	13	9	26	11	13	4	10	10	2	8	16	28	10	15	37
GSG1	37	16	10	26	15	8	4	9	10	2	13	13	28	10	11	21
YDR109C	58	26	21	46	30	17	10	23	28	13	14	20	35	24	30	38
FOB1	38	20	23	46	30	14	10	21	24	13	17	26	35	28	30	58
ALT2	48	25	24	43	31	17	8	42	20	13	18	23	41	43	24	79
PDS1	46	20	16	23	21	5	15	15	12	15	11	18	26	16	13	33
MRPL1	67	19	22	37	17	9	9	17	23	7	9	16	37	17	16	41
TMA64	32	18	12	16	14	6	13	15	12	11	5	17	20	13	15	18
APC4	18	17	15	16	15	5	13	12	13	11	6	18	20	12	14	32
YDR119W	38	15	27	35	21	9	10	19	21	14	8	24	35	20	23	66
YDR119W-A	55	27	25	44	26	15	12	28	32	15	23	19	38	24	29	67
TRM1	41	8	14	36	16	11	7	24	13	13	7	15	29	25	20	43
DPB4	43	15	24	36	20	7	7	14	25	13	11	8	29	13	16	41
KIN1	39	33	31	41	28	23	20	25	28	21	24	25	49	19	22	71
INO2	50	32	22	44	46	27	17	30	24	21	20	22	29	40	27	48
YDR124W	38	16	41	43	29	11	15	26	35	27	22	38	36	28	44	50
ECM18	52	22	30	47	22	15	8	25	35	12	15	21	43	21	30	76
SWF1	76	21	25	47	30	15	8	30	21	12	15	22	43	35	22	52
ARO1	22	15	12	27	16	10	13	10	12	6	5	13	26	18	7	26
YDR128W	28	16	19	32	20	10	4	18	16	9	6	17	30	17	19	36
SAC6	37	20	26	34	22	13	10	21	23	12	17	15	36	21	14	45
FIN1	21	12	10	18	14	0	2	9	10	4	5	12	16	9	14	10
YDR131C	50	16	23	29	11	13	6	27	19	10	9	21	39	18	20	43
YDR132C	60	19	21	54	22	14	18	32	26	18	15	25	47	35	30	63
YDR134C	40	24	23	28	27	19	23	35	23	20	29	31	26	41	27	83
YCF1	57	25	25	49	24	8	15	31	27	18	20	35	48	27	40	50
RGP1	58	26	36	48	34	14	17	27	35	23	9	22	41	29	27	53
HPR1	28	11	19	37	22	5	8	16	16	14	14	20	30	21	22	43
RUB1	32	11	11	23	12	9	7	10	11	4	7	9	21	14	7	24
MTQ2	24	9	10	23	7	7	7	11	14	4	9	11	21	11	12	32
DOP1	70	31	23	46	34	11	16	23	25	19	14	14	42	22	19	65
PEX7	51	27	17	45	26	13	12	31	21	10	8	19	41	33	21	65
SAN1	57	19	21	52	23	15	6	30	14	12	7	19	55	28	18	59
MKC7	56	28	25	43	32	12	22	26	24	22	11	24	40	30	23	81
TAF12	80	22	29	51	24	9	21	19	31	22	17	34	47	20	37	36
SWI5	59	26	31	54	28	15	15	29	35	14	17	22	48	32	25	49
EKI1	59	30	33	47	31	14	13	26	34	19	15	31	46	20	38	43
KGD2	64	32	24	45	39	26	12	38	18	18	20	14	45	39	14	51
NUM1	49	19	42	42	17	21	18	23	45	20	28	26	40	19	31	59
CTH1	40	33	27	42	38	23	11	42	24	19	17	20	39	40	25	59
GIR2	63	21	41	43	28	21	10	27	38	19	23	29	39	25	35	37
ENT5	41	22	18	51	28	27	13	35	12	16	16	23	52	38	20	87
CPR1	29	24	14	35	22	46	27	51	17	27	16	26	33	50	29	53
RPA14	56	27	51	37	30	16	27	14	51	26	44	21	33	18	21	27
HOM2	50	24	21	36	35	17	7	27	15	13	3	18	32	32	17	70
SAC3	61	22	28	38	28	7	8	24	24	10	12	20	37	28	17	57
SSY1	59	16	29	37	24	9	6	21	21	16	17	17	36	19	19	33
YDR161W	34	11	17	54	5	3	3	14	16	6	7	13	61	5	14	57
NBP2	28	26	21	24	28	12	5	23	17	12	5	13	26	18	16	47
CWC15	47	13	23	24	16	5	5	21	18	12	12	26	26	17	28	28
SEC1	51	29	30	46	30	18	16	31	27	20	15	32	47	28	34	45
TRM82	51	23	36	53	29	10	18	22	34	22	18	27	50	23	29	54
SEC5	39	8	16	9	9	4	4	22	7	12	3	14	16	16	13	34
TAF10	34	14	22	9	13	3	4	16	16	12	4	8	16	7	9	39
CDC37	31	24	12	25	22	5	11	12	18	9	4	9	22	12	13	28
STB3	62	32	32	42	36	21	22	28	32	21	13	24	39	33	23	39
YDR169C-A	51	29	33	39	37	22	17	22	31	21	21	28	34	26	29	59
SEC7	66	22	36	43	26	12	12	31	32	15	14	20	43	32	20	75
TQ(UUG)D3	32	17	18	58	21	12	6	26	18	6	9	22	54	31	22	39
YDR170W-A	39	22	26	58	22	9	6	18	31	6	12	17	54	18	21	32
HSP42	50	25	42	36	36	15	20	23	33	31	43	24	35	22	26	38
SUP35	49	31	23	45	39	14	14	38	21	17	8	27	40	42	28	63
ARG82	55	20	38	31	23	26	12	25	32	17	32	37	34	24	35	35
HMO1	35	37	25	31	35	32	12	38	24	17	26	20	34	32	23	55
RSM24	21	17	10	23	11	12	17	24	16	12	7	20	22	23	22	41
NGG1	41	20	24	23	22	7	17	10	23	12	12	17	22	16	11	21
UBC1	56	18	20	37	18	4	11	8	17	8	12	20	39	11	15	22
SDH4	52	19	27	41	20	15	19	23	26	22	15	18	40	21	20	45
CSN9	26	13	13	27	12	5	7	13	13	8	5	12	29	10	13	29
YDR179W-A	29	12	13	27	13	5	7	13	10	8	5	13	29	13	12	26
SCC2	49	23	29	37	26	11	12	30	21	25	10	29	42	20	34	71
SAS4	34	8	17	18	13	8	7	11	12	7	3	13	18	16	8	32
CDC1	32	13	11	18	8	3	7	17	16	7	8	8	18	12	13	34
YDR182W-A	9	7	4	11	6	2	2	8	6	4	4	1	10	5	5	8
PLP1	34	12	15	23	13	3	6	10	14	4	4	12	23	12	9	35
ATC1	60	14	23	37	25	6	6	26	21	12	9	18	28	31	22	81
YDR185C	58	17	22	41	24	8	10	18	15	13	15	16	41	22	12	52
YDR186C	21	24	17	24	19	25	29	44	15	27	21	37	31	41	33	91
CCT6	37	25	37	25	23	21	27	22	33	27	34	47	30	21	43	47
SLY1	59	24	16	42	31	12	5	12	11	7	0	13	40	18	10	29
RVB1	43	12	20	27	13	7	6	19	18	12	13	24	28	14	28	56
HST4	56	24	19	27	28	13	6	20	14	12	7	12	28	18	13	43
NUP42	69	34	25	50	31	9	19	33	29	22	13	19	50	26	26	44
MSS116	17	3	12	11	5	4	2	6	10	4	6	9	12	6	9	7
YDR194W-A	7	9	6	11	9	6	2	12	6	4	4	3	12	10	5	17
REF2	48	30	24	29	28	6	19	18	25	14	17	20	30	21	16	29
YDR196C	27	7	11	24	11	8	3	8	11	7	12	11	20	8	15	44
CBS2	44	11	8	24	15	12	3	11	8	7	8	7	20	11	11	27
RKM2	56	16	17	33	21	5	5	18	18	8	5	9	28	19	13	34
VPS64	27	15	8	23	15	11	7	13	11	7	7	11	20	14	13	20
SPC19	20	11	13	23	13	7	7	8	14	7	11	15	20	11	15	27
RAV2	20	9	10	15	11	7	3	15	8	7	5	9	14	13	11	25
COQ4	25	9	15	15	11	5	3	10	13	7	7	9	14	8	11	20
MSC2	14	4	17	24	11	5	7	10	12	7	9	14	22	17	9	18
EBS1	74	22	24	61	38	9	14	20	26	12	20	20	44	38	20	57
UME6	48	40	28	25	45	35	29	26	29	29	20	24	19	30	26	46
MSS4	77	33	41	29	35	20	20	19	41	21	28	27	27	20	28	33
YDR210W	59	21	23	40	20	19	18	41	21	24	12	19	44	34	22	82
YDR210W-B	64	17	25	82	16	9	9	27	38	10	13	18	70	25	32	44
YDR210W-A	64	17	25	82	16	9	9	27	38	10	13	18	70	25	32	44
YDR210C-D	60	17	25	61	13	7	9	21	32	7	13	19	58	19	24	47
YDR210C-C	60	17	25	61	13	7	9	21	32	7	13	19	58	19	24	47
TI(UAU)D	47	19	21	61	24	13	9	25	19	7	7	17	58	32	13	60
GCD6	28	11	15	17	15	6	4	10	12	7	7	12	16	10	13	49
TCP1	58	19	33	36	22	9	5	15	24	13	10	16	41	10	16	38
UPC2	54	20	30	42	32	17	15	33	22	27	14	28	38	33	32	62
AHA1	62	14	25	36	22	10	6	13	20	10	9	19	33	17	18	67
ADR1	67	24	18	48	20	19	8	40	22	11	9	22	48	32	29	82
RAD9	33	12	21	31	16	3	9	16	20	15	8	15	27	14	20	39
SPR28	55	21	24	41	26	8	13	18	24	17	8	17	37	18	21	53
MFB1	60	31	28	37	36	20	5	33	15	18	17	22	44	25	23	62
GTB1	62	22	33	37	23	17	5	28	25	18	20	31	44	15	36	60
YDR222W	37	29	25	46	23	13	22	27	32	14	17	33	44	29	33	75
CRF1	70	15	43	39	21	13	12	29	36	12	20	30	40	35	23	61
HTB1	54	29	24	42	32	15	23	26	31	21	20	24	33	31	29	65
HTA1	60	27	21	43	33	24	17	34	22	18	9	28	37	39	30	57
ADK1	38	27	19	48	30	13	15	33	21	20	13	29	44	30	36	83
SIR4	74	25	22	42	27	9	12	18	17	16	8	20	46	16	19	44
PCF11	49	28	37	35	29	15	12	32	27	19	21	27	44	25	24	75
IVY1	80	24	33	49	28	10	13	29	32	19	24	22	45	27	27	37
COX20	70	29	47	30	39	19	24	19	36	34	31	24	31	18	24	24
HEM1	26	23	21	31	27	33	22	43	17	30	19	30	31	39	33	74
RTN1	46	23	17	35	37	25	18	33	11	24	20	28	27	41	28	86
LYS4	63	32	22	48	37	18	18	23	24	21	14	30	41	24	36	48
PRP42	41	16	15	25	17	10	8	17	11	8	4	17	28	18	13	44
FMN1	51	30	36	42	38	10	13	23	32	18	21	35	37	26	37	50
MRPL7	61	30	31	36	25	17	15	34	33	15	19	27	40	29	29	58
SEC26	27	17	19	16	17	6	7	13	15	6	1	17	20	14	12	32
YDR239C	31	6	18	25	15	2	7	9	11	12	11	17	23	13	15	37
SNU56	42	23	22	66	25	15	11	31	30	12	8	22	56	33	30	73
SUP2	49	27	28	51	29	10	17	22	28	9	22	39	50	32	31	55
AMD2	30	21	24	51	20	10	16	16	27	14	13	25	50	17	26	45
PRP28	31	15	15	34	12	8	14	8	25	5	12	12	27	14	13	32
PEX5	32	12	8	34	13	12	14	15	14	5	8	15	27	25	12	31
MNN10	53	15	21	45	30	9	5	23	15	16	12	15	36	27	20	55
TRS23	42	8	20	28	14	6	4	15	17	12	13	15	25	13	20	53
YDR246W-A	23	19	11	11	13	11	13	15	13	10	4	4	15	12	3	7
VHS1	61	30	21	38	17	22	14	30	16	19	8	31	56	12	31	93
YDR248C	39	10	19	37	22	11	9	15	9	16	8	21	35	20	19	50
YDR249C	42	25	36	42	32	16	15	27	27	26	13	30	44	24	32	68
PAM1	49	25	24	44	28	22	17	34	24	24	15	26	42	30	33	62
BTT1	41	19	9	30	17	11	8	18	10	9	5	14	32	14	16	51
MET32	49	24	22	61	23	20	10	30	21	13	13	27	64	26	29	67
CHL4	65	25	34	63	29	11	10	20	28	14	21	26	66	20	24	43
RMD5	34	16	22	32	20	3	10	10	19	9	12	21	30	15	18	38
CTA1	51	15	20	27	17	16	10	10	15	11	13	18	30	11	14	30
SET7	53	17	15	41	21	6	6	14	17	8	11	17	36	15	21	34
HSP78	41	19	20	44	25	12	5	23	21	11	14	19	37	23	26	46
YAP6	47	26	27	39	26	13	9	35	29	14	9	26	37	30	33	99
SWM1	39	17	21	32	20	6	8	12	17	11	10	19	32	12	18	16
EXG2	69	27	19	54	29	15	21	22	26	15	11	26	45	30	27	63
TS(AGA)D2	32	17	19	63	23	8	7	21	19	7	7	23	58	27	23	51
YDR261W-B	51	23	21	63	23	7	7	19	27	7	8	17	58	19	23	32
YDR261W-A	51	23	21	63	23	7	7	19	27	7	8	17	58	19	23	32
YDR261C-D	53	26	19	77	29	10	8	28	30	9	8	18	64	30	30	42
YDR261C-C	53	26	19	77	29	10	8	28	30	9	8	18	64	30	30	42
TG(GCC)D2	42	18	28	77	30	8	8	19	30	9	10	26	64	30	29	53
YDR262W	24	13	12	21	14	10	8	17	8	9	7	9	24	17	6	31
DIN7	57	21	32	54	28	8	10	19	31	17	18	29	48	19	35	67
AKR1	41	36	24	44	29	20	20	35	26	17	13	30	49	31	29	55
PEX10	53	33	33	45	32	14	21	22	30	16	27	36	49	26	28	34
YDR266C	75	27	27	48	28	10	16	32	30	16	10	20	43	33	24	46
CIA1	66	24	21	48	24	15	13	35	24	14	12	28	46	34	32	63
MSW1	63	28	36	48	32	12	13	21	34	14	15	24	45	24	24	66
CCC2	42	24	33	38	27	12	21	25	29	24	27	39	39	25	38	56
GLO2	48	17	22	38	19	10	5	12	15	3	12	13	43	16	4	42
DON1	44	17	23	27	19	9	10	20	16	15	13	19	32	18	16	42
BSC2	42	18	41	33	24	19	21	22	39	25	35	28	29	24	30	69
PMP3	57	28	33	30	34	30	22	27	30	27	35	23	27	28	25	43
MTH1	65	28	27	42	37	25	12	25	27	15	13	19	33	31	22	78
TE(CUC)D	70	30	21	64	33	19	7	28	29	11	10	13	53	27	25	59
RNH202	71	23	35	42	39	8	15	28	28	21	12	23	32	39	22	61
RRP45	42	23	15	31	21	9	8	20	20	6	8	14	29	19	17	43
PHM6	49	33	17	45	32	24	21	26	24	22	14	28	39	24	37	64
YDR282C	25	12	16	33	11	8	8	26	14	11	15	21	37	22	21	33
GCN2	52	29	27	53	30	12	8	28	26	11	10	23	54	26	24	86
DPP1	57	28	30	47	32	11	19	22	23	18	19	32	50	27	24	60
ZIP1	69	26	31	41	20	12	15	38	34	20	6	25	44	27	33	58
YDR286C	33	23	22	35	22	10	14	25	23	11	16	27	35	27	25	70
INM2	70	27	25	35	25	16	14	22	27	11	10	23	35	23	22	33
NSE3	29	16	25	28	22	11	10	21	16	17	12	17	30	21	15	30
RTT103	45	11	13	21	9	6	6	9	14	3	4	8	22	10	6	30
HRQ1	30	8	9	21	6	4	6	13	10	3	6	11	22	14	9	45
SRP101	58	24	23	52	33	14	16	25	16	14	9	27	50	36	18	84
SSD1	50	25	27	35	33	24	12	36	15	22	15	20	38	34	18	95
DPL1	40	21	23	41	23	18	9	24	19	12	12	18	43	23	17	50
HDA2	80	29	37	44	26	14	15	23	33	10	10	28	51	26	19	54
MHR1	62	24	29	43	18	10	17	33	33	12	19	27	45	32	26	69
SUR2	26	21	13	28	19	23	24	56	12	29	17	29	31	48	34	89
ATP5	63	27	29	46	27	15	17	24	29	18	22	26	46	24	26	60
BFR2	48	26	31	53	24	18	17	27	31	21	14	25	55	21	29	59
PRO1	53	29	27	54	37	9	13	28	28	17	24	26	45	32	31	46
CFT1	45	28	29	50	32	25	12	30	31	17	11	28	44	29	35	53
GPI11	53	25	20	28	24	5	9	13	16	12	10	13	32	9	12	23
RSC3	38	38	28	43	42	25	13	36	23	24	14	18	43	29	25	53
CPR5	32	10	15	17	13	6	7	8	12	6	6	5	17	12	1	20
HNT2	29	7	14	25	13	6	4	14	14	8	7	12	19	16	16	41
YDR306C	20	20	18	28	20	7	6	20	16	7	10	21	31	19	20	36
TV(CAC)D	35	16	23	25	17	11	6	18	18	8	10	20	29	17	16	50
YDR307W	50	20	18	25	16	10	6	23	17	8	11	16	29	18	17	35
SRB7	55	27	19	50	30	8	11	36	13	16	9	23	54	34	22	92
GIC2	58	28	25	34	26	25	28	33	38	29	22	23	23	29	37	41
SUM1	58	30	24	46	36	9	16	22	21	20	16	26	43	24	27	81
TFB1	82	24	31	45	26	16	18	17	31	18	23	32	44	19	31	42
SSF2	63	27	23	45	32	9	19	31	23	29	15	28	41	26	38	50
PIB1	45	17	28	30	16	6	16	19	32	15	20	14	27	19	17	31
RAD34	32	16	14	21	15	9	3	10	15	5	11	11	21	7	14	24
IPK1	16	6	10	14	8	8	7	8	11	2	6	12	11	14	9	33
OMS1	33	12	8	14	9	6	7	10	14	2	8	6	11	11	8	16
TF(GAA)D	54	27	16	70	35	21	12	25	29	9	5	15	50	36	25	70
YDR316W-B	64	15	29	76	23	10	10	19	38	7	17	24	59	30	30	48
YDR316W-A	64	15	29	76	23	10	10	19	38	7	17	24	59	30	30	48
HIM1	56	21	17	64	28	12	10	25	22	7	5	23	53	35	25	96
MCM21	46	15	16	38	18	11	9	18	19	13	10	12	32	17	19	35
YFT2	60	14	11	26	17	6	4	11	12	9	7	11	22	9	17	30
SWA2	20	13	8	21	17	6	5	12	7	9	3	4	19	12	7	14
DAD4	26	12	17	12	19	4	6	9	13	7	5	11	9	16	7	29
ASP1	29	11	9	12	7	5	6	17	16	7	4	12	9	13	19	26
MRPL35	80	15	20	62	26	13	9	20	20	12	14	18	51	28	20	91
TIM11	17	8	13	21	9	3	8	8	13	5	9	7	20	12	4	28
PEP7	51	23	26	46	26	10	10	22	23	17	18	16	46	18	20	32
UTP4	46	16	21	29	21	13	8	23	19	16	13	16	27	20	21	50
YCG1	50	16	23	29	21	13	8	21	20	16	13	16	27	19	21	46
YSP2	62	22	33	55	35	16	11	23	27	22	11	28	49	25	33	47
SKP1	34	18	25	25	17	5	8	8	22	10	11	12	29	5	11	10
PEX3	28	11	21	27	13	6	11	9	14	11	11	25	31	11	19	27
UBX5	27	25	9	27	19	11	11	21	11	11	6	11	31	14	13	28
GPI8	34	15	13	24	18	7	7	2	8	9	8	11	26	3	8	19
IRC3	14	9	9	26	11	3	2	5	7	3	3	5	25	6	4	44
YDR333C	79	22	28	46	26	16	14	30	20	15	12	30	49	34	23	55
SWR1	55	30	30	46	23	12	14	28	34	15	16	22	49	20	26	79
MSN5	48	20	40	35	26	18	17	20	35	23	15	33	35	20	34	80
YDR336W	40	5	14	31	12	5	7	7	14	10	8	14	25	11	17	28
MRPS28	33	13	20	25	21	7	9	13	12	16	9	16	26	14	15	32
YDR338C	63	25	27	52	34	10	11	22	24	20	17	22	46	22	28	60
FCF1	33	25	7	36	22	7	5	24	13	11	7	10	33	14	22	51
TX(XXX)D	49	26	22	75	29	19	9	27	33	4	11	16	62	35	21	61
YDR341C	75	19	35	41	27	11	12	23	31	13	14	30	38	29	27	74
HXT7	99	27	28	39	38	15	10	30	28	18	16	13	29	32	21	56
HXT6	95	23	31	37	33	17	11	21	30	16	17	20	28	26	24	70
HXT3	49	24	24	46	31	25	25	28	29	19	27	20	34	42	19	57
SVF1	53	17	30	51	27	17	15	27	37	20	14	22	34	32	34	69
MRP1	67	22	29	46	35	16	15	30	32	21	18	18	29	38	27	56
YDR348C	37	24	27	51	30	16	19	25	25	18	12	30	47	32	27	79
YPS7	55	24	23	49	26	15	15	29	26	23	7	27	44	23	38	75
EMT1	48	22	33	66	32	15	12	23	32	10	14	32	57	35	29	39
ATP22	95	23	34	45	29	4	13	27	35	24	15	18	37	23	30	38
SBE2	38	18	27	45	30	15	13	34	23	24	4	23	37	35	29	95
YDR352W	70	24	25	51	32	8	15	28	20	18	9	25	48	34	23	69
TRR1	51	28	33	36	31	19	18	31	18	24	18	37	49	28	28	50
TRP4	65	34	17	51	33	20	9	36	21	17	5	14	47	28	26	64
SPC110	33	18	12	19	14	4	7	10	11	7	5	11	23	7	10	25
YDR357C	48	17	30	47	26	14	6	20	14	17	26	29	55	18	24	99
GGA1	99	29	20	47	24	26	6	30	18	17	14	17	55	14	26	48
EAF1	49	20	37	45	35	27	22	19	26	33	19	25	41	22	26	53
BCP1	53	16	17	54	18	12	10	22	23	12	9	20	46	22	27	53
TFC6	59	15	25	44	22	16	13	36	23	22	14	28	39	33	36	59
ESC2	59	28	36	44	36	14	13	25	33	22	16	15	39	23	22	59
TK(CUU)D1	63	29	21	71	36	18	6	19	29	8	10	20	57	24	30	58
SEM1	49	16	13	29	13	8	8	17	11	8	15	19	33	14	17	34
CDC40	36	11	15	31	14	5	4	13	19	7	7	17	24	13	24	45
ESF1	49	20	27	70	41	16	14	26	27	18	11	18	48	43	23	48
YDR365W-B	47	16	31	71	21	11	11	29	42	17	17	20	56	28	36	46
YDR365W-A	47	16	31	71	21	11	11	29	42	17	17	20	56	28	36	46
YDR366C	2	1	1	0	0	0	0	1	0	0	1	1	2	0	0	1
YDR367W	1	1	1	0	0	1	0	1	0	0	0	1	2	0	0	2
YPR1	43	14	14	31	17	10	7	17	11	10	4	15	30	18	15	32
XRS2	28	9	12	24	7	4	5	9	11	6	4	9	26	6	9	31
YDR370C	24	19	12	28	26	15	6	15	8	9	8	21	24	19	20	47
CTS2	47	21	15	28	20	8	6	12	19	9	15	19	24	8	26	24
VPS74	67	28	17	45	28	12	12	37	17	17	14	22	45	32	27	79
FRQ1	82	23	36	43	24	15	13	18	36	16	15	28	43	16	31	60
YDR374C	33	20	16	37	12	12	15	21	19	10	11	29	43	18	26	39
YDR374W-A	39	29	21	37	26	11	15	16	18	10	12	20	43	19	12	33
BCS1	48	13	24	20	10	9	10	17	24	11	5	16	23	14	17	23
ARH1	23	16	17	20	17	5	10	24	14	11	9	13	23	24	10	48
ATP17	46	9	24	28	13	8	10	13	24	7	14	17	24	20	14	35
LSM6	69	28	28	55	34	14	18	20	29	25	20	21	47	19	30	42
RGA2	52	20	26	55	30	19	18	22	25	23	15	27	46	27	31	63
YDR379C-A	73	35	31	36	31	22	23	27	28	25	21	20	43	21	19	44
ARO10	50	27	27	40	24	18	20	33	22	24	19	30	47	27	29	62
YRA1	51	26	21	29	21	18	17	28	16	14	13	25	39	26	17	70
YDR381C-A	56	28	29	59	32	20	13	29	30	18	9	18	54	28	24	52
RPP2B	52	24	25	61	25	11	14	29	25	14	14	28	61	30	27	59
NKP1	78	22	28	54	26	7	13	16	33	11	17	21	45	22	25	81
ATO3	62	34	28	36	37	32	20	30	31	28	21	13	30	25	24	48
EFT2	52	26	28	41	32	13	10	34	30	15	23	25	33	34	33	70
MUS81	22	16	11	36	19	13	9	19	10	11	7	18	34	21	18	60
YDR387C	41	28	22	26	28	14	10	23	17	12	15	21	31	21	17	37
RVS167	37	21	23	26	17	15	10	22	21	12	14	28	31	17	28	41
SAC7	58	28	35	35	38	16	12	36	26	21	15	18	34	37	18	72
UBA2	22	10	12	11	14	2	5	6	9	8	3	6	11	7	6	27
SUF3	27	9	21	21	12	9	5	18	13	10	5	18	27	16	15	51
YDR391C	65	26	33	46	27	16	22	26	42	28	14	23	36	22	37	36
SPT3	59	24	35	38	38	15	24	26	29	27	19	26	31	36	23	49
SHE9	25	6	7	23	7	2	6	6	13	4	11	15	15	9	20	21
RPT3	55	16	22	45	30	14	9	21	11	18	13	23	43	25	21	42
SXM1	40	24	19	32	29	12	15	17	14	13	5	20	33	24	13	45
NCB2	61	24	22	46	33	25	20	33	18	29	14	22	41	33	28	50
UTP5	50	21	38	44	30	13	20	19	35	32	26	22	38	16	32	63
HPT1	43	19	23	45	27	29	16	31	18	15	10	26	43	40	20	94
URH1	28	30	15	30	25	15	13	19	20	11	10	14	30	16	18	34
DIT2	66	25	24	48	33	26	14	26	28	16	14	16	36	32	22	73
DIT1	79	20	25	54	34	18	10	23	26	18	18	24	40	28	33	49
RPB7	41	22	21	43	29	21	17	31	20	12	12	30	37	43	24	72
MRP20	72	30	31	43	24	12	17	21	43	12	21	22	37	20	29	41
PDR15	35	35	34	38	34	12	29	29	32	35	34	27	41	22	31	31
TRS120	37	15	11	28	15	5	12	11	12	10	11	22	27	14	20	25
ADE8	57	25	42	39	30	12	10	35	37	19	16	26	39	31	30	51
SIZ1	53	29	36	39	35	17	9	40	30	15	10	26	40	40	25	55
STE14	27	20	12	32	22	8	6	14	18	4	6	13	24	18	17	35
DFM1	47	14	14	29	23	14	9	20	16	12	5	8	18	26	13	29
RRP17	29	8	20	29	13	5	9	14	26	12	14	14	18	16	23	47
ERD1	45	14	15	44	22	14	10	11	9	16	7	21	41	13	21	46
YDR415C	34	12	14	30	12	7	7	18	16	9	7	10	27	16	14	36
SYF1	36	10	18	30	14	7	7	14	16	9	7	12	27	16	12	34
RPL12B	50	25	29	41	27	32	16	35	24	25	15	27	44	28	31	50
RAD30	64	22	20	59	26	13	10	28	16	17	15	24	59	26	27	73
TS(AGA)D3	64	32	26	62	33	8	8	27	39	10	12	17	49	25	32	55
HKR1	48	26	32	41	35	14	14	27	20	17	8	30	44	33	21	89
ARO80	48	19	20	49	23	9	11	16	24	15	10	11	41	15	19	33
