gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
YGR148C	YGR148C	YGR148C	NP_011664	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR148C	YGR148C	YGR148C	NM_001181277	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR148C	YGR148C	YGR148C	NM_001181277	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR149W	YGR149W	YGR149W	NP_011665	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR149W	YGR149W	YGR149W	NM_001181278	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR149W	YGR149W	YGR149W	NM_001181278	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR150C	YGR150C	YGR150C	NP_011666	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR150C	YGR150C	YGR150C	NM_001181279	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR150C	YGR150C	YGR150C	NM_001181279	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR152C	YGR152C	YGR152C	NP_011668	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR152C	YGR152C	YGR152C	NM_001181281	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR152C	YGR152C	YGR152C	NM_001181281	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR153W	YGR153W	YGR153W	NP_011669	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR153W	YGR153W	YGR153W	NM_001181282	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR153W	YGR153W	YGR153W	NM_001181282	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR154C	YGR154C	YGR154C	NP_011670	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR154C	YGR154C	YGR154C	NM_001181283	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR154C	YGR154C	YGR154C	NM_001181283	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR155W	YGR155W	YGR155W	NP_011671	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR155W	YGR155W	YGR155W	NM_001181284	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR155W	YGR155W	YGR155W	NM_001181284	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR156W	YGR156W	YGR156W	NP_011672	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR156W	YGR156W	YGR156W	NM_001181285	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR156W	YGR156W	YGR156W	NM_001181285	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR157W	YGR157W	YGR157W	NP_011673	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR157W	YGR157W	YGR157W	NM_001181286	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR157W	YGR157W	YGR157W	NM_001181286	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR158C	YGR158C	YGR158C	NP_011674	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR158C	YGR158C	YGR158C	NM_001181287	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR158C	YGR158C	YGR158C	NM_001181287	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR159C	YGR159C	YGR159C	NP_011675	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR159C	YGR159C	YGR159C	NM_001181288	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR159C	YGR159C	YGR159C	NM_001181288	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161C	YGR161C	YGR161C	NP_011677	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161C	YGR161C	YGR161C	NM_001181290	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161C	YGR161C	YGR161C	NM_001181290	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161W-C	YGR161W-C	YGR161W-C	NP_001018033	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161W-C	YGR161W-C	YGR161W-C	NM_001184675	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161W-C	YGR161W-C	YGR161W-C	NM_001184675	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161W-A	YGR161W-A	YGR161W-A	NP_058157	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161W-A	YGR161W-A	YGR161W-A	NP_058164	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161W-A	YGR161W-A	YGR161W-A	NM_001184401	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161W-A	YGR161W-A	YGR161W-A	NM_001184430	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161W-A	YGR161W-A	YGR161W-A	NM_001184401	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161W-A	YGR161W-A	YGR161W-A	NM_001184430	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161W-B	YGR161W-B	YGR161W-B	NP_058163	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161W-B	YGR161W-B	YGR161W-B	NP_116653	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161W-B	YGR161W-B	YGR161W-B	NM_001180862	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161W-B	YGR161W-B	YGR161W-B	NM_001184402	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161W-B	YGR161W-B	YGR161W-B	NM_001180862	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161W-B	YGR161W-B	YGR161W-B	NM_001184402	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161C-D	YGR161C-D	YGR161C-D	NP_058165	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161C-D	YGR161C-D	YGR161C-D	NM_001184400	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161C-D	YGR161C-D	YGR161C-D	NM_001184400	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NP_013766	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NP_058151	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NP_058156	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NP_058166	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NM_001184399	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NM_001184424	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NM_001184399	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR161C-C	YGR161C-C	YGR161C-C	NM_001184424	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR162W	YGR162W	YGR162W	NP_011678	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR162W	YGR162W	YGR162W	NM_001181291	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR162W	YGR162W	YGR162W	NM_001181291	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR163W	YGR163W	YGR163W	NP_011679	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR163W	YGR163W	YGR163W	NM_001181292	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR163W	YGR163W	YGR163W	NM_001181292	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR165W	YGR165W	YGR165W	NP_011681	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR165W	YGR165W	YGR165W	NM_001181294	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR165W	YGR165W	YGR165W	NM_001181294	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR166W	YGR166W	YGR166W	NP_011682	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR166W	YGR166W	YGR166W	NM_001181295	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR166W	YGR166W	YGR166W	NM_001181295	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR167W	YGR167W	YGR167W	NP_011683	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR167W	YGR167W	YGR167W	NM_001181296	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR167W	YGR167W	YGR167W	NM_001181296	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR168C	YGR168C	YGR168C	NP_011684	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR168C	YGR168C	YGR168C	NM_001181297	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR168C	YGR168C	YGR168C	NM_001181297	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR169C	YGR169C	YGR169C	NP_011685	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR169C	YGR169C	YGR169C	NM_001181298	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR169C	YGR169C	YGR169C	NM_001181298	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR169C-A	YGR169C-A	YGR169C-A	NP_878080	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR169C-A	YGR169C-A	YGR169C-A	NM_001184531	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR169C-A	YGR169C-A	YGR169C-A	NM_001184531	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR170W	YGR170W	YGR170W	NP_011686	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR170W	YGR170W	YGR170W	NM_001181299	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR170W	YGR170W	YGR170W	NM_001181299	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR171C	YGR171C	YGR171C	NP_011687	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR171C	YGR171C	YGR171C	NM_001181300	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR171C	YGR171C	YGR171C	NM_001181300	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR172C	YGR172C	YGR172C	NP_011688	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR172C	YGR172C	YGR172C	NM_001181301	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR172C	YGR172C	YGR172C	NM_001181301	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR173W	YGR173W	YGR173W	NP_011689	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR173W	YGR173W	YGR173W	NM_001181302	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR173W	YGR173W	YGR173W	NM_001181302	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR174C	YGR174C	YGR174C	NP_011690	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR174C	YGR174C	YGR174C	NM_001181303	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR174C	YGR174C	YGR174C	NM_001181303	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR174W-A	YGR174W-A	YGR174W-A	NP_878081	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR174W-A	YGR174W-A	YGR174W-A	NM_001184595	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR174W-A	YGR174W-A	YGR174W-A	NM_001184595	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR175C	YGR175C	YGR175C	NP_011691	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR175C	YGR175C	YGR175C	NM_001181304	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR175C	YGR175C	YGR175C	NM_001181304	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR177C	YGR177C	YGR177C	NP_011693	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR177C	YGR177C	YGR177C	NM_001181306	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR177C	YGR177C	YGR177C	NM_001181306	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR178C	YGR178C	YGR178C	NP_011694	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR178C	YGR178C	YGR178C	NM_001181307	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR178C	YGR178C	YGR178C	NM_001181307	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR179C	YGR179C	YGR179C	NP_011695	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR179C	YGR179C	YGR179C	NM_001181308	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR179C	YGR179C	YGR179C	NM_001181308	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR180C	YGR180C	YGR180C	NP_011696	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR180C	YGR180C	YGR180C	NM_001181309	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR180C	YGR180C	YGR180C	NM_001181309	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR181W	YGR181W	YGR181W	NP_011697	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR181W	YGR181W	YGR181W	NM_001181310	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR181W	YGR181W	YGR181W	NM_001181310	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR183C	YGR183C	YGR183C	NP_011699	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR183C	YGR183C	YGR183C	NM_001181312	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR183C	YGR183C	YGR183C	NM_001181312	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR184C	YGR184C	YGR184C	NP_011700	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR184C	YGR184C	YGR184C	NM_001181313	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR184C	YGR184C	YGR184C	NM_001181313	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR185C	YGR185C	YGR185C	NP_011701	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR185C	YGR185C	YGR185C	NM_001181314	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR185C	YGR185C	YGR185C	NM_001181314	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR186W	YGR186W	YGR186W	NP_011702	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR186W	YGR186W	YGR186W	NM_001181315	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR186W	YGR186W	YGR186W	NM_001181315	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR187C	YGR187C	YGR187C	NP_011703	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR187C	YGR187C	YGR187C	NM_001181316	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR187C	YGR187C	YGR187C	NM_001181316	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR188C	YGR188C	YGR188C	NP_011704	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR188C	YGR188C	YGR188C	NM_001181317	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR188C	YGR188C	YGR188C	NM_001181317	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR189C	YGR189C	YGR189C	NP_011705	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR189C	YGR189C	YGR189C	NM_001181318	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR189C	YGR189C	YGR189C	NM_001181318	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR191W	YGR191W	YGR191W	NP_011707	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR191W	YGR191W	YGR191W	NM_001181320	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR191W	YGR191W	YGR191W	NM_001181320	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR192C	YGR192C	YGR192C	NP_011708	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR192C	YGR192C	YGR192C	NM_001181321	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR192C	YGR192C	YGR192C	NM_001181321	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR193C	YGR193C	YGR193C	NP_011709	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR193C	YGR193C	YGR193C	NM_001181322	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR193C	YGR193C	YGR193C	NM_001181322	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR194C	YGR194C	YGR194C	NP_011710	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR194C	YGR194C	YGR194C	NM_001181323	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR194C	YGR194C	YGR194C	NM_001181323	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR195W	YGR195W	YGR195W	NP_011711	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR195W	YGR195W	YGR195W	NM_001181324	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR195W	YGR195W	YGR195W	NM_001181324	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR196C	YGR196C	YGR196C	NP_011712	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR196C	YGR196C	YGR196C	NM_001181325	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR196C	YGR196C	YGR196C	NM_001181325	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR197C	YGR197C	YGR197C	NP_011713	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR197C	YGR197C	YGR197C	NM_001181326	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR197C	YGR197C	YGR197C	NM_001181326	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR198W	YGR198W	YGR198W	NP_011714	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR198W	YGR198W	YGR198W	NM_001181327	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR198W	YGR198W	YGR198W	NM_001181327	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR199W	YGR199W	YGR199W	NP_011715	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR199W	YGR199W	YGR199W	NM_001181328	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR199W	YGR199W	YGR199W	NM_001181328	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR200C	YGR200C	YGR200C	NP_011716	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR200C	YGR200C	YGR200C	NM_001181329	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR200C	YGR200C	YGR200C	NM_001181329	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR201C	YGR201C	YGR201C	NP_011717	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR201C	YGR201C	YGR201C	NM_001181330	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR201C	YGR201C	YGR201C	NM_001181330	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR202C	YGR202C	YGR202C	NP_011718	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR202C	YGR202C	YGR202C	NM_001181331	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR202C	YGR202C	YGR202C	NM_001181331	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR203W	YGR203W	YGR203W	NP_011719	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR203W	YGR203W	YGR203W	NM_001181332	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR203W	YGR203W	YGR203W	NM_001181332	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR204W	YGR204W	YGR204W	NP_011720	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR204W	YGR204W	YGR204W	NM_001181333	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR204W	YGR204W	YGR204W	NM_001181333	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR204C-A	YGR204C-A	YGR204C-A	NP_878082	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR204C-A	YGR204C-A	YGR204C-A	NM_001184596	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR204C-A	YGR204C-A	YGR204C-A	NM_001184596	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR205W	YGR205W	YGR205W	NP_011721	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR205W	YGR205W	YGR205W	NM_001181334	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR205W	YGR205W	YGR205W	NM_001181334	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR206W	YGR206W	YGR206W	NP_011722	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR206W	YGR206W	YGR206W	NM_001181335	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR206W	YGR206W	YGR206W	NM_001181335	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR207C	YGR207C	YGR207C	NP_011723	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR207C	YGR207C	YGR207C	NM_001181336	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR207C	YGR207C	YGR207C	NM_001181336	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR208W	YGR208W	YGR208W	NP_011724	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR208W	YGR208W	YGR208W	NM_001181337	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR208W	YGR208W	YGR208W	NM_001181337	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR209C	YGR209C	YGR209C	NP_011725	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR209C	YGR209C	YGR209C	NM_001181338	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR209C	YGR209C	YGR209C	NM_001181338	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR210C	YGR210C	YGR210C	NP_011726	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR210C	YGR210C	YGR210C	NM_001181339	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR210C	YGR210C	YGR210C	NM_001181339	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR211W	YGR211W	YGR211W	NP_011727	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR211W	YGR211W	YGR211W	NM_001181340	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR211W	YGR211W	YGR211W	NM_001181340	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR212W	YGR212W	YGR212W	NP_011728	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR212W	YGR212W	YGR212W	NM_001181341	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR212W	YGR212W	YGR212W	NM_001181341	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR213C	YGR213C	YGR213C	NP_011729	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR213C	YGR213C	YGR213C	NM_001181342	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR213C	YGR213C	YGR213C	NM_001181342	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR214W	YGR214W	YGR214W	NP_011730	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR214W	YGR214W	YGR214W	NM_001181343	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR214W	YGR214W	YGR214W	NM_001181343	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR215W	YGR215W	YGR215W	NP_011731	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR215W	YGR215W	YGR215W	NM_001181344	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR215W	YGR215W	YGR215W	NM_001181344	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR216C	YGR216C	YGR216C	NP_011732	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR216C	YGR216C	YGR216C	NM_001181345	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR216C	YGR216C	YGR216C	NM_001181345	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR217W	YGR217W	YGR217W	NP_011733	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR217W	YGR217W	YGR217W	NM_001181346	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR217W	YGR217W	YGR217W	NM_001181346	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR218W	YGR218W	YGR218W	NP_011734	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR218W	YGR218W	YGR218W	NM_001181347	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR218W	YGR218W	YGR218W	NM_001181347	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR220C	YGR220C	YGR220C	NP_011736	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR220C	YGR220C	YGR220C	NM_001181349	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR220C	YGR220C	YGR220C	NM_001181349	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR221C	YGR221C	YGR221C	NP_011737	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR221C	YGR221C	YGR221C	NM_001181350	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR221C	YGR221C	YGR221C	NM_001181350	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR222W	YGR222W	YGR222W	NP_011738	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR222W	YGR222W	YGR222W	NM_001181351	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR222W	YGR222W	YGR222W	NM_001181351	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR223C	YGR223C	YGR223C	NP_011739	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR223C	YGR223C	YGR223C	NM_001181352	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR223C	YGR223C	YGR223C	NM_001181352	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR224W	YGR224W	YGR224W	NP_011740	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR224W	YGR224W	YGR224W	NM_001181353	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR224W	YGR224W	YGR224W	NM_001181353	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR225W	YGR225W	YGR225W	NP_011741	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR225W	YGR225W	YGR225W	NM_001181354	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR225W	YGR225W	YGR225W	NM_001181354	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR227W	YGR227W	YGR227W	NP_011743	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR227W	YGR227W	YGR227W	NM_001181356	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR227W	YGR227W	YGR227W	NM_001181356	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR229C	YGR229C	YGR229C	NP_011745	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR229C	YGR229C	YGR229C	NM_001181358	RefSeq_dna	SEQUENCE_MATCH	100	100	-
YGR229C	YGR229C	YGR229C	NM_001181358	RefSeq_mRNA	SEQUENCE_MATCH	100	100	-
YGR230W	YGR230W	YGR230W	NP_011746	RefSeq_peptide	SEQUENCE_MATCH	100	100	-
YGR230W	YGR230W	YGR230W	NM_001181359	RefSeq_dna	SEQUENCE_MATCH	100	100	-
